Dátum;Hazai csapat;Vendég csapat;Ered.;home_score;away_score;Kim.;Szakasz;Hazai ÉLŐ pont;Hazai ÉLŐ vált.;Vend. ÉLŐ pont;Vend. ÉLŐ vált.
2024-01-27;Atomerőmű SE;Falco-Vulcano Energia KC Szombathely;82-118;82;118;V;alapszakasz;1452;-13.7;1837;13.7
2024-01-27;DEAC;NKA Universitas Pécs;85-78;85;78;H;alapszakasz;1507;3.0;1377;-3.0
2024-01-27;MVM-OSE Lions;SZTE-Szedeák;88-79;88;79;H;alapszakasz;1431;10.6;1493;-10.6
2024-01-27;Sopron KC;Kometa Kaposvári KK;83-78;83;78;H;alapszakasz;1522;3.1;1434;-3.1
2024-01-27;NHSZ-Szolnoki Olajbányász;Arconic-Alba Fehérvár;81-97;81;97;V;alapszakasz;1556;-21.8;1709;21.8
2024-01-27;Zalakerámia ZTE KK;Egis Körmend;101-110;101;110;V;alapszakasz;1500;-20.0;1458;20.0
2024-02-03;Atomerőmű SE;Sopron KC;86-76;86;76;H;alapszakasz;1439;12.1;1525;-12.1
2024-02-03;Budapesti Honvéd SE;NHSZ-Szolnoki Olajbányász;91-77;91;77;H;alapszakasz;1400;18.5;1534;-18.5
2024-02-03;Falco-Vulcano Energia KC Szombathely;MVM-OSE Lions;99-70;99;70;H;alapszakasz;1851;0.7;1441;-0.7
2024-02-03;Kometa Kaposvári KK;DEAC;92-85;92;85;H;alapszakasz;1431;9.7;1510;-9.7
2024-02-03;Egis Körmend;Arconic-Alba Fehérvár;103-98;103;98;H;alapszakasz;1478;14.3;1731;-14.3
2024-02-03;NKA Universitas Pécs;Zalakerámia ZTE KK;93-81;93;81;H;alapszakasz;1374;16.2;1480;-16.2
2024-02-03;SZTE-Szedeák;Duna Aszfalt-DTKH Kecskemét;79-91;79;91;V;alapszakasz;1483;-23.1;1453;23.1
2024-02-09;DEAC;Atomerőmű SE;87-85;87;85;H;alapszakasz;1500;2.9;1451;-2.9
2024-02-09;Duna Aszfalt-DTKH Kecskemét;MVM-OSE Lions;73-85;73;85;V;alapszakasz;1476;-23.5;1441;23.5
2024-02-10;Arconic-Alba Fehérvár;NKA Universitas Pécs;101-90;101;90;H;alapszakasz;1716;0.7;1390;-0.7
2024-02-10;Falco-Vulcano Energia KC Szombathely;Sopron KC;92-66;92;66;H;alapszakasz;1851;1.1;1513;-1.1
2024-02-10;Egis Körmend;Budapesti Honvéd SE;87-76;87;76;H;alapszakasz;1492;3.9;1418;-3.9
2024-02-10;NHSZ-Szolnoki Olajbányász;SZTE-Szedeák;94-90;94;90;H;alapszakasz;1515;2.8;1460;-2.8
2024-02-10;Zalakerámia ZTE KK;Kometa Kaposvári KK;88-78;88;78;H;alapszakasz;1464;6.7;1441;-6.7
2024-02-14;Atomerőmű SE;Zalakerámia ZTE KK;90-88;90;88;H;alapszakasz;1448;4.0;1471;-4.0
2024-02-14;Budapesti Honvéd SE;NKA Universitas Pécs;95-63;95;63;H;alapszakasz;1414;13.8;1389;-13.8
2024-02-14;Falco-Vulcano Energia KC Szombathely;Duna Aszfalt-DTKH Kecskemét;94-75;94;75;H;alapszakasz;1852;0.5;1452;-0.5
2024-02-14;Kometa Kaposvári KK;Arconic-Alba Fehérvár;92-89;92;89;H;alapszakasz;1434;14.2;1717;-14.2
2024-02-14;MVM-OSE Lions;NHSZ-Szolnoki Olajbányász;99-81;99;81;H;alapszakasz;1464;15.8;1518;-15.8
2024-02-14;SZTE-Szedeák;Egis Körmend;95-99;95;99;V;alapszakasz;1457;-11.3;1496;11.3
2024-02-15;Sopron KC;DEAC;69-64;69;64;H;alapszakasz;1511;5.0;1503;-5.0
2024-02-29;Budapesti Honvéd SE;Kometa Kaposvári KK;100-91;100;91;H;alapszakasz;1428;7.7;1448;-7.7
2024-03-02;Arconic-Alba Fehérvár;Atomerőmű SE;105-76;105;76;H;alapszakasz;1703;2.3;1452;-2.3
2024-03-02;DEAC;Falco-Vulcano Energia KC Szombathely;85-81;85;81;H;alapszakasz;1498;19.7;1853;-19.7
2024-03-02;Egis Körmend;MVM-OSE Lions;79-117;79;117;V;alapszakasz;1507;-54.5;1480;54.5
2024-03-02;NKA Universitas Pécs;SZTE-Szedeák;110-74;110;74;H;alapszakasz;1375;29.0;1446;-29.0
2024-03-02;NHSZ-Szolnoki Olajbányász;Duna Aszfalt-DTKH Kecskemét;70-59;70;59;H;alapszakasz;1502;5.0;1452;-5.0
2024-03-02;Zalakerámia ZTE KK;Sopron KC;96-71;96;71;H;alapszakasz;1467;18.8;1516;-18.8
2024-03-08;Falco-Vulcano Energia KC Szombathely;NHSZ-Szolnoki Olajbányász;88-75;88;75;H;alapszakasz;1833;0.7;1507;-0.7
2024-03-08;Duna Aszfalt-DTKH Kecskemét;Egis Körmend;81-78;81;78;H;alapszakasz;1447;4.7;1453;-4.7
2024-03-09;Atomerőmű SE;Budapesti Honvéd SE;63-78;63;78;V;alapszakasz;1450;-27.0;1436;27.0
2024-03-09;DEAC;Zalakerámia ZTE KK;51-66;51;66;V;alapszakasz;1518;-27.0;1485;27.0
2024-03-09;MVM-OSE Lions;NKA Universitas Pécs;91-106;91;106;V;alapszakasz;1534;-29.0;1404;29.0
2024-03-10;Sopron KC;Arconic-Alba Fehérvár;95-101;95;101;V;alapszakasz;1498;-9.1;1705;9.1
2024-03-10;SZTE-Szedeák;Kometa Kaposvári KK;89-77;89;77;H;alapszakasz;1417;11.2;1440;-11.2
2024-03-16;Arconic-Alba Fehérvár;DEAC;101-81;101;81;H;alapszakasz;1714;2.1;1491;-2.1
2024-03-16;Budapesti Honvéd SE;Sopron KC;67-68;67;68;V;alapszakasz;1463;-7.8;1489;7.8
2024-03-16;Kometa Kaposvári KK;MVM-OSE Lions;84-102;84;102;V;alapszakasz;1429;-26.4;1505;26.4
2024-03-16;Egis Körmend;NHSZ-Szolnoki Olajbányász;85-90;85;90;V;alapszakasz;1448;-13.4;1507;13.4
2024-03-16;NKA Universitas Pécs;Duna Aszfalt-DTKH Kecskemét;79-75;79;75;H;alapszakasz;1433;5.5;1452;-5.5
2024-03-16;SZTE-Szedeák;Atomerőmű SE;92-87;92;87;H;alapszakasz;1428;5.8;1423;-5.8
2024-03-16;Zalakerámia ZTE KK;Falco-Vulcano Energia KC Szombathely;97-85;97;85;H;alapszakasz;1512;32.4;1834;-32.4
2024-03-22;Sopron KC;SZTE-Szedeák;96-102;96;102;V;alapszakasz;1496;-16.1;1434;16.1
2024-03-23;DEAC;Budapesti Honvéd SE;73-75;73;75;V;alapszakasz;1489;-9.7;1455;9.7
2024-03-23;Falco-Vulcano Energia KC Szombathely;Egis Körmend;91-46;91;46;H;alapszakasz;1801;1.3;1434;-1.3
2024-03-23;Duna Aszfalt-DTKH Kecskemét;Kometa Kaposvári KK;104-89;104;89;H;alapszakasz;1446;8.4;1403;-8.4
2024-03-23;MVM-OSE Lions;Atomerőmű SE;84-73;84;73;H;alapszakasz;1532;4.1;1417;-4.1
2024-03-23;NHSZ-Szolnoki Olajbányász;NKA Universitas Pécs;68-64;68;64;H;alapszakasz;1520;2.3;1439;-2.3
2024-03-23;Zalakerámia ZTE KK;Arconic-Alba Fehérvár;89-83;89;83;H;alapszakasz;1545;13.3;1716;-13.3
2024-03-30;Arconic-Alba Fehérvár;Falco-Vulcano Energia KC Szombathely;93-80;93;80;H;alapszakasz;1703;13.3;1803;-13.3
2024-03-30;Atomerőmű SE;Duna Aszfalt-DTKH Kecskemét;90-78;90;78;H;alapszakasz;1413;10.8;1454;-10.8
2024-03-30;Budapesti Honvéd SE;Zalakerámia ZTE KK;76-75;76;75;H;alapszakasz;1465;4.7;1558;-4.7
2024-03-30;Kometa Kaposvári KK;NHSZ-Szolnoki Olajbányász;90-96;90;96;V;alapszakasz;1394;-11.8;1522;11.8
2024-03-30;NKA Universitas Pécs;Egis Körmend;92-75;92;75;H;alapszakasz;1437;11.2;1433;-11.2
2024-03-30;MVM-OSE Lions;Sopron KC;103-87;103;87;H;alapszakasz;1536;7.7;1480;-7.7
2024-03-30;SZTE-Szedeák;DEAC;91-96;91;96;V;alapszakasz;1450;-12.8;1479;12.8
2024-04-13;Arconic-Alba Fehérvár;Sopron KC;105-86;105;86;H;negyeddöntő;1716;1.9;1473;-1.9
2024-04-13;Falco-Vulcano Energia KC Szombathely;Budapesti Honvéd SE;102-60;102;60;H;negyeddöntő;1789;1.9;1469;-1.9
2024-04-13;Egis Körmend;Duna Aszfalt-DTKH Kecskemét;74-80;74;80;V;alsóház rájátszás;1422;-13.9;1444;13.9
2024-04-13;MVM-OSE Lions;Kometa Kaposvári KK;83-79;83;79;H;alsóház rájátszás;1544;1.5;1383;-1.5
2024-04-13;SZTE-Szedeák;Atomerőmű SE;81-96;81;96;V;alsóház rájátszás;1437;-23.5;1424;23.5
2024-04-13;NHSZ-Szolnoki Olajbányász;NKA Universitas Pécs;99-79;99;79;H;negyeddöntő;1534;6.4;1448;-6.4
2024-04-13;Zalakerámia ZTE KK;DEAC;87-73;87;73;H;negyeddöntő;1553;7.0;1492;-7.0
2024-04-16;Budapesti Honvéd SE;Falco-Vulcano Energia KC Szombathely;52-89;52;89;V;negyeddöntő;1468;-21.3;1791;21.3
2024-04-16;DEAC;Zalakerámia ZTE KK;98-93;98;93;H;negyeddöntő;1485;9.5;1560;-9.5
2024-04-16;NKA Universitas Pécs;NHSZ-Szolnoki Olajbányász;82-83;82;83;V;negyeddöntő;1441;-7.2;1540;7.2
2024-04-16;Sopron KC;Arconic-Alba Fehérvár;78-97;78;97;V;negyeddöntő;1471;-17.4;1718;17.4
2024-04-17;Atomerőmű SE;Kometa Kaposvári KK;92-88;92;88;H;alsóház rájátszás;1447;2.7;1381;-2.7
2024-04-17;Duna Aszfalt-DTKH Kecskemét;MVM-OSE Lions;99-82;99;82;H;alsóház rájátszás;1458;16.9;1545;-16.9
2024-04-17;Egis Körmend;SZTE-Szedeák;104-96;104;96;H;alsóház rájátszás;1408;5.0;1413;-5.0
2024-04-19;Arconic-Alba Fehérvár;Sopron KC;99-82;99;82;H;negyeddöntő;1736;1.3;1453;-1.3
2024-04-19;Falco-Vulcano Energia KC Szombathely;Budapesti Honvéd SE;94-60;94;60;H;negyeddöntő;1813;1.2;1446;-1.2
2024-04-19;NHSZ-Szolnoki Olajbányász;NKA Universitas Pécs;99-80;99;80;H;negyeddöntő;1548;5.1;1434;-5.1
2024-04-19;Zalakerámia ZTE KK;DEAC;82-66;82;66;H;negyeddöntő;1551;7.9;1494;-7.9
2024-04-20;Kometa Kaposvári KK;Egis Körmend;96-86;96;86;H;alsóház rájátszás;1378;8.5;1413;-8.5
2024-04-20;MVM-OSE Lions;Atomerőmű SE;90-97;90;97;V;alsóház rájátszás;1528;-15.9;1450;15.9
2024-04-20;SZTE-Szedeák;Duna Aszfalt-DTKH Kecskemét;105-98;105;98;H;alsóház rájátszás;1408;9.2;1474;-9.2
2024-04-22;DEAC;Zalakerámia ZTE KK;83-79;83;79;H;negyeddöntő;1486;8.4;1559;-8.4
2024-04-24;Kometa Kaposvári KK;Duna Aszfalt-DTKH Kecskemét;83-76;83;76;H;alsóház rájátszás;1387;8.7;1465;-8.7
2024-04-24;Egis Körmend;Atomerőmű SE;101-92;101;92;H;alsóház rájátszás;1405;7.5;1466;-7.5
2024-04-24;SZTE-Szedeák;MVM-OSE Lions;98-78;98;78;H;alsóház rájátszás;1418;20.4;1512;-20.4
2024-04-24;Zalakerámia ZTE KK;DEAC;75-74;75;74;H;negyeddöntő;1550;2.3;1495;-2.3
2024-04-25;NKA Universitas Pécs;Sopron KC;87-59;87;59;H;5-8. helyért;1429;13.9;1452;-13.9
2024-04-27;Arconic-Alba Fehérvár;NHSZ-Szolnoki Olajbányász;92-83;92;83;H;elődöntő;1737;1.9;1553;-1.9
2024-04-27;Atomerőmű SE;Duna Aszfalt-DTKH Kecskemét;74-84;74;84;V;alsóház rájátszás;1458;-18.5;1457;18.5
2024-04-27;Falco-Vulcano Energia KC Szombathely;Zalakerámia ZTE KK;101-63;101;63;H;elődöntő;1814;2.9;1553;-2.9
2024-04-27;MVM-OSE Lions;Egis Körmend;101-90;101;90;H;alsóház rájátszás;1492;4.6;1412;-4.6
2024-04-27;SZTE-Szedeák;Kometa Kaposvári KK;89-94;89;94;V;alsóház rájátszás;1438;-12.7;1396;12.7
2024-04-28;DEAC;Budapesti Honvéd SE;62-86;62;86;V;5-8. helyért;1492;-28.4;1445;28.4
2024-04-30;NHSZ-Szolnoki Olajbányász;Arconic-Alba Fehérvár;93-80;93;80;H;elődöntő;1551;23.3;1739;-23.3
2024-04-30;Zalakerámia ZTE KK;Falco-Vulcano Energia KC Szombathely;71-96;71;96;V;elődöntő;1550;-21.1;1817;21.1
2024-05-01;Budapesti Honvéd SE;DEAC;78-58;78;58;H;5-8. helyért;1473;8.1;1464;-8.1
2024-05-01;Sopron KC;NKA Universitas Pécs;59-83;59;83;V;5-8. helyért;1438;-27.1;1443;27.1
2024-05-03;Arconic-Alba Fehérvár;NHSZ-Szolnoki Olajbányász;109-110;109;110;V;elődöntő;1715;-10.1;1574;10.1
2024-05-03;Falco-Vulcano Energia KC Szombathely;Zalakerámia ZTE KK;103-59;103;59;H;elődöntő;1838;2.3;1529;-2.3
2024-05-04;Atomerőmű SE;SZTE-Szedeák;112-108;112;108;H;alsóház rájátszás;1440;3.8;1425;-3.8
2024-05-04;DEAC;Sopron KC;68-80;68;80;V;7. helyért;1456;-17.7;1411;17.7
2024-05-04;Kometa Kaposvári KK;MVM-OSE Lions;109-101;109;101;H;alsóház rájátszás;1408;9.9;1497;-9.9
2024-05-04;Duna Aszfalt-DTKH Kecskemét;Egis Körmend;79-73;79;73;H;alsóház rájátszás;1475;3.7;1407;-3.7
2024-05-06;NKA Universitas Pécs;Budapesti Honvéd SE;81-76;81;76;H;5. helyért;1470;4.4;1482;-4.4
2024-05-06;NHSZ-Szolnoki Olajbányász;Arconic-Alba Fehérvár;99-86;99;86;H;elődöntő;1584;17.1;1705;-17.1
2024-05-07;Sopron KC;DEAC;89-87;89;87;H;7. helyért;1429;2.9;1438;-2.9
2024-05-08;Kometa Kaposvári KK;Atomerőmű SE;82-88;82;88;V;alsóház rájátszás;1418;-13.2;1443;13.2
2024-05-08;MVM-OSE Lions;Duna Aszfalt-DTKH Kecskemét;100-87;100;87;H;alsóház rájátszás;1487;8.1;1479;-8.1
2024-05-08;SZTE-Szedeák;Egis Körmend;98-69;98;69;H;alsóház rájátszás;1422;14.7;1404;-14.7
2024-05-09;Budapesti Honvéd SE;NKA Universitas Pécs;78-77;78;77;H;5. helyért;1477;2.1;1474;-2.1
2024-05-11;Arconic-Alba Fehérvár;Zalakerámia ZTE KK;104-77;104;77;H;3. helyért;1688;4.5;1526;-4.5
2024-05-11;Atomerőmű SE;MVM-OSE Lions;76-91;76;91;V;alsóház rájátszás;1457;-22.6;1495;22.6
2024-05-11;Falco-Vulcano Energia KC Szombathely;NHSZ-Szolnoki Olajbányász;83-59;83;59;H;döntő;1840;2.6;1601;-2.6
2024-05-11;Duna Aszfalt-DTKH Kecskemét;SZTE-Szedeák;83-85;83;85;V;alsóház rájátszás;1471;-8.8;1436;8.8
2024-05-11;Egis Körmend;Kometa Kaposvári KK;83-76;83;76;H;alsóház rájátszás;1389;4.9;1405;-4.9
2024-05-12;NKA Universitas Pécs;Budapesti Honvéd SE;63-84;63;84;V;5. helyért;1472;-24.5;1479;24.5
2024-05-14;Atomerőmű SE;Egis Körmend;99-76;99;76;H;alsóház rájátszás;1434;9.3;1394;-9.3
2024-05-14;NHSZ-Szolnoki Olajbányász;Falco-Vulcano Energia KC Szombathely;100-87;100;87;H;döntő;1599;29.8;1843;-29.8
2024-05-14;Zalakerámia ZTE KK;Arconic-Alba Fehérvár;67-83;67;83;V;3. helyért;1522;-21.1;1693;21.1
2024-05-15;Duna Aszfalt-DTKH Kecskemét;Kometa Kaposvári KK;81-68;81;68;H;alsóház rájátszás;1462;6.1;1400;-6.1
2024-05-15;MVM-OSE Lions;SZTE-Szedeák;108-78;108;78;H;alsóház rájátszás;1517;9.6;1445;-9.6
2024-05-17;Arconic-Alba Fehérvár;Zalakerámia ZTE KK;109-78;109;78;H;3. helyért;1714;3.4;1501;-3.4
2024-05-17;Falco-Vulcano Energia KC Szombathely;NHSZ-Szolnoki Olajbányász;100-76;100;76;H;döntő;1813;3.8;1629;-3.8
2024-05-18;Kometa Kaposvári KK;SZTE-Szedeák;88-95;88;95;V;alsóház rájátszás;1394;-14.0;1435;14.0
2024-05-18;Duna Aszfalt-DTKH Kecskemét;Atomerőmű SE;82-80;82;80;H;alsóház rájátszás;1468;3.0;1443;-3.0
2024-05-18;Egis Körmend;MVM-OSE Lions;100-97;100;97;H;alsóház rájátszás;1385;6.6;1527;-6.6
2024-05-20;NHSZ-Szolnoki Olajbányász;Falco-Vulcano Energia KC Szombathely;77-89;77;89;V;döntő;1625;-19.5;1817;19.5
2024-09-27;Endo Plus Service-Honvéd;Atomerőmű SE;60-91;60;91;V;alapszakasz;1508;-46.4;1466;46.4
2024-09-27;Sopron KC;DEAC;80-79;80;79;H;alapszakasz;1460;3.1;1462;-3.1
2024-09-28;Falco-Vulcano Energia KC Szombathely;Pécsi VSK-VEOLIA;94-58;94;58;H;alapszakasz;1727;0.7;1300;-0.7
2024-09-28;NKA Universitas Pécs;MVM-OSE Lions;81-73;81;73;H;alapszakasz;1471;9.3;1519;-9.3
2024-09-28;NHSZ-Szolnoki Olajbányász;Duna Aszfalt-DTKH Kecskemét;75-69;75;69;H;alapszakasz;1575;2.6;1486;-2.6
2024-09-28;Zalakerámia ZTE KK;SZTE-Szedeák;103-70;103;70;H;alapszakasz;1503;14.1;1472;-14.1
2024-10-01;Alba Fehérvár;Egis Körmend;114-86;114;86;H;alapszakasz;1649;2.8;1433;-2.8
2024-10-01;NHSZ-Szolnoki Olajbányász;MVM-OSE Lions;78-71;78;71;H;alapszakasz;1577;3.3;1509;-3.3
2024-10-03;SZTE-Szedeák;NHSZ-Szolnoki Olajbányász;71-83;71;83;V;alapszakasz;1458;-17.0;1580;17.0
2024-10-04;Atomerőmű SE;Alba Fehérvár;92-85;92;85;H;alapszakasz;1512;12.7;1651;-12.7
2024-10-04;DEAC;Endo Plus Service-Honvéd;84-66;84;66;H;alapszakasz;1459;12.6;1461;-12.6
2024-10-05;Duna Aszfalt-DTKH Kecskemét;Falco-Vulcano Energia KC Szombathely;67-98;67;98;V;alapszakasz;1483;-21.9;1728;21.9
2024-10-05;Egis Körmend;Pécsi VSK-VEOLIA;91-84;91;84;H;alapszakasz;1431;2.0;1299;-2.0
2024-10-05;NKA Universitas Pécs;Sopron KC;81-70;81;70;H;alapszakasz;1480;7.8;1463;-7.8
2024-10-05;MVM-OSE Lions;Zalakerámia ZTE KK;83-78;83;78;H;alapszakasz;1506;5.8;1518;-5.8
2024-10-08;Endo Plus Service-Honvéd;NKA Universitas Pécs;79-84;79;84;V;alapszakasz;1449;-13.2;1488;13.2
2024-10-09;Falco-Vulcano Energia KC Szombathely;Egis Körmend;91-81;91;81;H;alapszakasz;1750;0.7;1433;-0.7
2024-10-09;Duna Aszfalt-DTKH Kecskemét;SZTE-Szedeák;70-74;70;74;V;alapszakasz;1461;-12.5;1441;12.5
2024-10-09;Pécsi VSK-VEOLIA;Atomerőmű SE;81-103;81;103;V;alapszakasz;1297;-17.9;1525;17.9
2024-10-09;Zalakerámia ZTE KK;Sopron KC;108-85;108;85;H;alapszakasz;1512;9.2;1455;-9.2
2024-10-12;Atomerőmű SE;Egis Körmend;88-76;88;76;H;alapszakasz;1543;4.2;1432;-4.2
2024-10-12;DEAC;Pécsi VSK-VEOLIA;75-68;75;68;H;alapszakasz;1472;1.9;1279;-1.9
2024-10-12;NKA Universitas Pécs;Alba Fehérvár;79-70;79;70;H;alapszakasz;1501;15.3;1639;-15.3
2024-10-12;MVM-OSE Lions;Duna Aszfalt-DTKH Kecskemét;94-62;94;62;H;alapszakasz;1512;11.9;1449;-11.9
2024-10-12;Sopron KC;NHSZ-Szolnoki Olajbányász;71-75;71;75;V;alapszakasz;1446;-8.9;1597;8.9
2024-10-12;Zalakerámia ZTE KK;Endo Plus Service-Honvéd;104-85;104;85;H;alapszakasz;1521;6.7;1435;-6.7
2024-10-13;SZTE-Szedeák;Falco-Vulcano Energia KC Szombathely;82-87;82;87;V;alapszakasz;1453;-5.2;1750;5.2
2024-10-16;Duna Aszfalt-DTKH Kecskemét;Sopron KC;75-72;75;72;H;alapszakasz;1437;4.5;1437;-4.5
2024-10-18;Pécsi VSK-VEOLIA;NKA Universitas Pécs;91-94;91;94;V;alapszakasz;1278;-5.4;1516;5.4
2024-10-19;Alba Fehérvár;Zalakerámia ZTE KK;97-92;97;92;H;alapszakasz;1623;2.3;1528;-2.3
2024-10-19;Falco-Vulcano Energia KC Szombathely;Atomerőmű SE;87-77;87;77;H;alapszakasz;1756;1.5;1547;-1.5
2024-10-19;Egis Körmend;DEAC;80-85;80;85;V;alapszakasz;1428;-13.7;1474;13.7
2024-10-19;SZTE-Szedeák;MVM-OSE Lions;80-69;80;69;H;alapszakasz;1448;13.9;1524;-13.9
2024-10-19;NHSZ-Szolnoki Olajbányász;Endo Plus Service-Honvéd;83-72;83;72;H;alapszakasz;1606;2.0;1429;-2.0
2024-10-24;Endo Plus Service-Honvéd;Duna Aszfalt-DTKH Kecskemét;58-87;58;87;V;alapszakasz;1427;-41.5;1442;41.5
2024-10-24;DEAC;Atomerőmű SE;54-82;54;82;V;alapszakasz;1488;-36.2;1545;36.2
2024-10-25;Sopron KC;SZTE-Szedeák;87-67;87;67;H;alapszakasz;1433;14.9;1462;-14.9
2024-10-26;NKA Universitas Pécs;Egis Körmend;87-96;87;96;V;alapszakasz;1522;-20.8;1414;20.8
2024-10-26;MVM-OSE Lions;Falco-Vulcano Energia KC Szombathely;69-102;69;102;V;alapszakasz;1510;-23.5;1757;23.5
2024-10-26;NHSZ-Szolnoki Olajbányász;Alba Fehérvár;96-87;96;87;H;alapszakasz;1608;6.6;1626;-6.6
2024-10-26;Zalakerámia ZTE KK;Pécsi VSK-VEOLIA;101-72;101;72;H;alapszakasz;1525;2.7;1272;-2.7
2024-10-30;Atomerőmű SE;NKA Universitas Pécs;102-81;102;81;H;alapszakasz;1582;7.4;1501;-7.4
2024-10-30;Egis Körmend;Zalakerámia ZTE KK;91-78;91;78;H;alapszakasz;1435;12.5;1528;-12.5
2024-10-30;MVM-OSE Lions;Sopron KC;68-80;68;80;V;alapszakasz;1486;-23.7;1448;23.7
2024-10-30;SZTE-Szedeák;Endo Plus Service-Honvéd;57-75;57;75;V;alapszakasz;1447;-31.2;1385;31.2
2024-11-01;Pécsi VSK-VEOLIA;Duna Aszfalt-DTKH Kecskemét;88-76;88;76;H;alapszakasz;1269;25.4;1483;-25.4
2024-11-02;Alba Fehérvár;SZTE-Szedeák;110-85;110;85;H;alapszakasz;1619;2.9;1416;-2.9
2024-11-02;Endo Plus Service-Honvéd;MVM-OSE Lions;81-77;81;77;H;alapszakasz;1416;6.0;1463;-6.0
2024-11-02;Sopron KC;Falco-Vulcano Energia KC Szombathely;76-89;76;89;V;alapszakasz;1471;-9.3;1781;9.3
2024-11-02;NHSZ-Szolnoki Olajbányász;Egis Körmend;101-95;101;95;H;alapszakasz;1615;1.5;1447;-1.5
2024-11-02;Zalakerámia ZTE KK;Atomerőmű SE;86-90;86;90;V;alapszakasz;1516;-11.1;1589;11.1
2024-11-05;NKA Universitas Pécs;DEAC;68-80;68;80;V;alapszakasz;1493;-23.7;1451;23.7
2024-11-08;SZTE-Szedeák;Pécsi VSK-VEOLIA;78-77;78;77;H;alapszakasz;1413;1.6;1295;-1.6
2024-11-09;Atomerőmű SE;NHSZ-Szolnoki Olajbányász;110-77;110;77;H;alapszakasz;1600;18.7;1616;-18.7
2024-11-09;Egis Körmend;Duna Aszfalt-DTKH Kecskemét;82-80;82;80;H;alapszakasz;1446;3.1;1458;-3.1
2024-11-09;NKA Universitas Pécs;Falco-Vulcano Energia KC Szombathely;61-86;61;86;V;alapszakasz;1470;-13.5;1790;13.5
2024-11-09;MVM-OSE Lions;Alba Fehérvár;97-93;97;93;H;alapszakasz;1457;11.1;1622;-11.1
2024-11-09;Sopron KC;Endo Plus Service-Honvéd;81-64;81;64;H;alapszakasz;1462;8.8;1422;-8.8
2024-11-10;DEAC;Zalakerámia ZTE KK;68-62;68;62;H;alapszakasz;1475;7.5;1504;-7.5
2024-11-27;Pécsi VSK-VEOLIA;MVM-OSE Lions;71-78;71;78;V;alapszakasz;1293;-10.5;1468;10.5
