Dátum;Hazai csapat;Vendég csapat;Ered.;home_score;away_score;Kim.;Szakasz;Hazai ÉLŐ pont;Hazai ÉLŐ vált.;Vend. ÉLŐ pont;Vend. ÉLŐ vált.
2024-11-29;Duna Aszfalt-DTKH Kecskemét;Atomerőmű SE;68-86;68;86;V;alapszakasz;1455;-20.0;1619;20.0
2024-11-30;Endo Plus Service-Honvéd;Falco-Vulcano Energia KC Szombathely;67-89;67;89;V;alapszakasz;1414;-9.4;1803;9.4
2024-11-30;Egis Körmend;SZTE-Szedeák;83-77;83;77;H;alapszakasz;1449;3.7;1414;-3.7
2024-11-30;NHSZ-Szolnoki Olajbányász;DEAC;80-67;80;67;H;alapszakasz;1598;3.4;1483;-3.4
2024-11-30;Zalakerámia ZTE KK;NKA Universitas Pécs;99-75;99;75;H;alapszakasz;1497;10.5;1456;-10.5
2024-12-01;Alba Fehérvár;Sopron KC;107-88;107;88;H;alapszakasz;1611;3.7;1471;-3.7
2024-12-03;Duna Aszfalt-DTKH Kecskemét;Alba Fehérvár;98-79;98;79;H;alapszakasz;1435;30.2;1615;-30.2
2024-12-04;Falco-Vulcano Energia KC Szombathely;DEAC;85-47;85;47;H;alapszakasz;1813;1.5;1479;-1.5
2024-12-06;Endo Plus Service-Honvéd;Alba Fehérvár;72-89;72;89;V;alapszakasz;1404;-19.4;1584;19.4
2024-12-07;Atomerőmű SE;SZTE-Szedeák;109-76;109;76;H;alapszakasz;1639;3.6;1411;-3.6
2024-12-07;Falco-Vulcano Energia KC Szombathely;Zalakerámia ZTE KK;78-62;78;62;H;alapszakasz;1814;1.0;1507;-1.0
2024-12-07;NKA Universitas Pécs;NHSZ-Szolnoki Olajbányász;75-82;75;82;V;alapszakasz;1446;-11.5;1601;11.5
2024-12-07;MVM-OSE Lions;Egis Körmend;77-103;77;103;V;alapszakasz;1478;-39.6;1453;39.6
2024-12-07;Sopron KC;Pécsi VSK-VEOLIA;96-71;96;71;H;alapszakasz;1467;4.3;1283;-4.3
2024-12-09;DEAC;Duna Aszfalt-DTKH Kecskemét;62-70;62;70;V;alapszakasz;1478;-17.7;1465;17.7
2024-12-13;Duna Aszfalt-DTKH Kecskemét;NKA Universitas Pécs;63-80;63;80;V;alapszakasz;1482;-29.9;1434;29.9
2024-12-13;SZTE-Szedeák;DEAC;74-85;74;85;V;alapszakasz;1407;-19.1;1460;19.1
2024-12-14;Alba Fehérvár;Falco-Vulcano Energia KC Szombathely;73-100;73;100;V;alapszakasz;1604;-26.7;1815;26.7
2024-12-14;Atomerőmű SE;MVM-OSE Lions;104-85;104;85;H;alapszakasz;1642;2.9;1439;-2.9
2024-12-14;Egis Körmend;Sopron KC;85-89;85;89;V;alapszakasz;1492;-13.2;1471;13.2
2024-12-14;Pécsi VSK-VEOLIA;Endo Plus Service-Honvéd;89-92;89;92;V;alapszakasz;1278;-8.6;1385;8.6
2024-12-14;NHSZ-Szolnoki Olajbányász;Zalakerámia ZTE KK;66-76;66;76;V;alapszakasz;1613;-22.4;1506;22.4
2024-12-18;Alba Fehérvár;DEAC;88-71;88;71;H;alapszakasz;1577;4.7;1479;-4.7
2024-12-18;Pécsi VSK-VEOLIA;NHSZ-Szolnoki Olajbányász;88-99;88;99;V;alapszakasz;1270;-7.4;1590;7.4
2024-12-20;Zalakerámia ZTE KK;Duna Aszfalt-DTKH Kecskemét;70-67;70;67;H;alapszakasz;1529;2.5;1453;-2.5
2024-12-21;Alba Fehérvár;Pécsi VSK-VEOLIA;123-84;123;84;H;alapszakasz;1582;1.7;1262;-1.7
2024-12-21;Endo Plus Service-Honvéd;Egis Körmend;83-84;83;84;V;alapszakasz;1393;-6.9;1479;6.9
2024-12-21;NKA Universitas Pécs;SZTE-Szedeák;91-66;91;66;H;alapszakasz;1464;9.5;1388;-9.5
2024-12-21;Sopron KC;Atomerőmű SE;96-101;96;101;V;alapszakasz;1485;-9.6;1645;9.6
2024-12-22;DEAC;MVM-OSE Lions;89-67;89;67;H;alapszakasz;1474;11.5;1436;-11.5
2024-12-22;Falco-Vulcano Energia KC Szombathely;NHSZ-Szolnoki Olajbányász;101-73;101;73;H;alapszakasz;1842;2.3;1598;-2.3
2024-12-28;Atomerőmű SE;Endo Plus Service-Honvéd;94-79;94;79;H;alapszakasz;1655;1.5;1386;-1.5
2024-12-28;Egis Körmend;Alba Fehérvár;75-93;75;93;V;alapszakasz;1486;-27.2;1583;27.2
2024-12-30;Duna Aszfalt-DTKH Kecskemét;NHSZ-Szolnoki Olajbányász;72-80;72;80;V;alapszakasz;1450;-12.7;1595;12.7
2024-12-30;MVM-OSE Lions;NKA Universitas Pécs;69-80;69;80;V;alapszakasz;1424;-19.8;1474;19.8
2024-12-30;SZTE-Szedeák;Zalakerámia ZTE KK;77-89;77;89;V;alapszakasz;1379;-15.3;1531;15.3
2025-01-04;Alba Fehérvár;Atomerőmű SE;75-82;75;82;V;alapszakasz;1611;-16.2;1656;16.2
2025-01-04;Endo Plus Service-Honvéd;DEAC;68-80;68;80;V;alapszakasz;1385;-19.2;1486;19.2
2025-01-04;Falco-Vulcano Energia KC Szombathely;Duna Aszfalt-DTKH Kecskemét;102-60;102;60;H;alapszakasz;1844;0.9;1437;-0.9
2025-01-04;Pécsi VSK-VEOLIA;Egis Körmend;91-82;91;82;H;alapszakasz;1261;20.1;1459;-20.1
2025-01-04;Sopron KC;NKA Universitas Pécs;95-62;95;62;H;alapszakasz;1475;20.0;1493;-20.0
2025-01-04;NHSZ-Szolnoki Olajbányász;SZTE-Szedeák;94-77;94;77;H;alapszakasz;1608;1.6;1363;-1.6
2025-01-04;Zalakerámia ZTE KK;MVM-OSE Lions;90-78;90;78;H;alapszakasz;1547;3.3;1404;-3.3
2025-01-11;Atomerőmű SE;Pécsi VSK-VEOLIA;103-88;103;88;H;alapszakasz;1673;0.6;1281;-0.6
2025-01-11;DEAC;Alba Fehérvár;81-74;81;74;H;alapszakasz;1505;11.1;1594;-11.1
2025-01-11;Egis Körmend;Falco-Vulcano Energia KC Szombathely;75-105;75;105;V;alapszakasz;1439;-12.5;1845;12.5
2025-01-11;NKA Universitas Pécs;Endo Plus Service-Honvéd;55-72;55;72;V;alapszakasz;1473;-31.2;1366;31.2
2025-01-11;MVM-OSE Lions;NHSZ-Szolnoki Olajbányász;80-74;80;74;H;alapszakasz;1401;16.0;1610;-16.0
2025-01-11;Sopron KC;Zalakerámia ZTE KK;91-60;91;60;H;alapszakasz;1495;23.2;1550;-23.2
2025-01-11;SZTE-Szedeák;Duna Aszfalt-DTKH Kecskemét;70-80;70;80;V;alapszakasz;1362;-17.0;1436;17.0
2025-01-23;Pécsi VSK-VEOLIA;DEAC;68-84;68;84;V;alapszakasz;1280;-13.9;1516;13.9
2025-01-24;Duna Aszfalt-DTKH Kecskemét;MVM-OSE Lions;84-75;84;75;H;alapszakasz;1453;6.4;1417;-6.4
2025-01-25;Alba Fehérvár;NKA Universitas Pécs;102-78;102;78;H;alapszakasz;1583;4.4;1442;-4.4
2025-01-25;Falco-Vulcano Energia KC Szombathely;SZTE-Szedeák;95-75;95;75;H;alapszakasz;1858;0.2;1345;-0.2
2025-01-25;NHSZ-Szolnoki Olajbányász;Sopron KC;75-70;75;70;H;alapszakasz;1594;2.6;1518;-2.6
2025-01-31;DEAC;Egis Körmend;66-82;66;82;V;alapszakasz;1530;-29.8;1426;29.8
2025-01-31;Sopron KC;Duna Aszfalt-DTKH Kecskemét;87-79;87;79;H;alapszakasz;1516;4.9;1460;-4.9
2025-02-01;Atomerőmű SE;Falco-Vulcano Energia KC Szombathely;70-85;70;85;V;alapszakasz;1673;-17.6;1858;17.6
2025-02-01;Endo Plus Service-Honvéd;NHSZ-Szolnoki Olajbányász;77-86;77;86;V;alapszakasz;1397;-12.0;1596;12.0
2025-02-01;NKA Universitas Pécs;Pécsi VSK-VEOLIA;104-71;104;71;H;alapszakasz;1438;6.1;1266;-6.1
2025-02-01;MVM-OSE Lions;SZTE-Szedeák;90-83;90;83;H;alapszakasz;1411;4.4;1344;-4.4
2025-02-01;Zalakerámia ZTE KK;Alba Fehérvár;95-91;95;91;H;alapszakasz;1527;6.5;1588;-6.5
2025-02-04;DEAC;Sopron KC;75-57;75;57;H;alapszakasz;1500;14.2;1520;-14.2
2025-02-07;Atomerőmű SE;DEAC;82-78;82;78;H;alapszakasz;1656;1.8;1514;-1.8
2025-02-07;Duna Aszfalt-DTKH Kecskemét;Endo Plus Service-Honvéd;76-78;76;78;V;alapszakasz;1455;-10.0;1385;10.0
2025-02-07;Pécsi VSK-VEOLIA;Zalakerámia ZTE KK;82-98;82;98;V;alapszakasz;1260;-11.8;1533;11.8
2025-02-08;Falco-Vulcano Energia KC Szombathely;MVM-OSE Lions;101-67;101;67;H;alapszakasz;1875;0.5;1415;-0.5
2025-02-08;Egis Körmend;NKA Universitas Pécs;106-95;106;95;H;alapszakasz;1456;6.1;1444;-6.1
2025-02-08;SZTE-Szedeák;Sopron KC;69-67;69;67;H;alapszakasz;1340;9.1;1506;-9.1
2025-02-09;Alba Fehérvár;NHSZ-Szolnoki Olajbányász;84-101;84;101;V;alapszakasz;1581;-28.9;1608;28.9
2025-02-12;Alba Fehérvár;Duna Aszfalt-DTKH Kecskemét;86-88;86;88;V;alapszakasz;1552;-10.4;1445;10.4
2025-02-12;Endo Plus Service-Honvéd;SZTE-Szedeák;71-50;71;50;H;alapszakasz;1395;9.4;1349;-9.4
2025-02-12;DEAC;Falco-Vulcano Energia KC Szombathely;65-87;65;87;V;alapszakasz;1513;-9.5;1876;9.5
2025-02-12;NKA Universitas Pécs;Atomerőmű SE;61-78;61;78;V;alapszakasz;1438;-15.9;1657;15.9
2025-02-12;Sopron KC;MVM-OSE Lions;101-79;101;79;H;alapszakasz;1497;7.9;1415;-7.9
2025-02-12;NHSZ-Szolnoki Olajbányász;Pécsi VSK-VEOLIA;91-80;91;80;H;alapszakasz;1637;0.4;1248;-0.4
2025-02-12;Zalakerámia ZTE KK;Egis Körmend;99-80;99;80;H;alapszakasz;1545;6.7;1462;-6.7
2025-02-28;Duna Aszfalt-DTKH Kecskemét;Pécsi VSK-VEOLIA;69-78;69;78;V;alapszakasz;1455;-21.1;1248;21.1
2025-03-01;Atomerőmű SE;Zalakerámia ZTE KK;88-71;88;71;H;alapszakasz;1673;4.8;1552;-4.8
2025-03-01;DEAC;NKA Universitas Pécs;68-78;68;78;V;alapszakasz;1503;-21.7;1422;21.7
2025-03-01;Falco-Vulcano Energia KC Szombathely;Sopron KC;100-82;100;82;H;alapszakasz;1885;0.6;1505;-0.6
2025-03-01;Egis Körmend;NHSZ-Szolnoki Olajbányász;103-101;103;101;H;alapszakasz;1455;7.6;1638;-7.6
2025-03-01;MVM-OSE Lions;Endo Plus Service-Honvéd;73-77;73;77;V;alapszakasz;1407;-12.3;1404;12.3
2025-03-05;SZTE-Szedeák;Alba Fehérvár;71-86;71;86;V;alapszakasz;1340;-14.8;1542;14.8
2025-03-12;Endo Plus Service-Honvéd;Zalakerámia ZTE KK;101-70;101;70;H;alapszakasz;1417;32.5;1547;-32.5
2025-03-14;Alba Fehérvár;MVM-OSE Lions;97-76;97;76;H;alapszakasz;1557;3.5;1394;-3.5
2025-03-14;Duna Aszfalt-DTKH Kecskemét;Egis Körmend;81-97;81;97;V;alapszakasz;1434;-25.8;1463;25.8
2025-03-14;Pécsi VSK-VEOLIA;SZTE-Szedeák;90-79;90;79;H;alapszakasz;1269;12.5;1325;-12.5
2025-03-16;Endo Plus Service-Honvéd;Sopron KC;64-73;64;73;V;alapszakasz;1449;-17.7;1504;17.7
2025-03-16;NHSZ-Szolnoki Olajbányász;Atomerőmű SE;97-90;97;90;H;alapszakasz;1630;6.9;1678;-6.9
2025-03-16;Zalakerámia ZTE KK;DEAC;103-84;103;84;H;alapszakasz;1514;9.3;1481;-9.3
2025-03-22;Atomerőmű SE;Duna Aszfalt-DTKH Kecskemét;91-77;91;77;H;alapszakasz;1671;1.5;1408;-1.5
2025-03-22;DEAC;NHSZ-Szolnoki Olajbányász;82-69;82;69;H;alapszakasz;1472;22.5;1637;-22.5
2025-03-22;Falco-Vulcano Energia KC Szombathely;Endo Plus Service-Honvéd;121-118;121;118;H;alapszakasz;1886;0.1;1431;-0.1
2025-03-22;NKA Universitas Pécs;Zalakerámia ZTE KK;92-90;92;90;H;alapszakasz;1444;5.9;1524;-5.9
2025-03-22;MVM-OSE Lions;Pécsi VSK-VEOLIA;79-78;79;78;H;alapszakasz;1391;1.6;1282;-1.6
2025-03-22;SZTE-Szedeák;Egis Körmend;92-94;92;94;V;alapszakasz;1312;-5.8;1489;5.8
2025-03-23;Sopron KC;Alba Fehérvár;86-70;86;70;H;alapszakasz;1522;13.2;1560;-13.2
2025-03-26;Egis Körmend;Atomerőmű SE;81-95;81;95;V;alapszakasz;1494;-18.9;1673;18.9
2025-03-28;Alba Fehérvár;Endo Plus Service-Honvéd;97-88;97;88;H;alapszakasz;1547;2.8;1431;-2.8
2025-03-29;Egis Körmend;MVM-OSE Lions;103-71;103;71;H;alapszakasz;1476;7.9;1392;-7.9
2025-03-29;Pécsi VSK-VEOLIA;Sopron KC;91-85;91;85;H;alapszakasz;1280;19.1;1535;-19.1
2025-03-29;SZTE-Szedeák;Atomerőmű SE;75-89;75;89;V;alapszakasz;1307;-6.0;1692;6.0
2025-03-29;NHSZ-Szolnoki Olajbányász;NKA Universitas Pécs;91-92;91;92;V;alapszakasz;1614;-8.8;1450;8.8
2025-03-29;Zalakerámia ZTE KK;Falco-Vulcano Energia KC Szombathely;68-91;68;91;V;alapszakasz;1518;-10.8;1886;10.8
2025-03-30;Duna Aszfalt-DTKH Kecskemét;DEAC;78-80;78;80;V;alapszakasz;1407;-7.8;1495;7.8
2025-04-02;Falco-Vulcano Energia KC Szombathely;NKA Universitas Pécs;91-81;91;81;H;alapszakasz;1897;0.3;1458;-0.3
2025-04-05;Endo Plus Service-Honvéd;Pécsi VSK-VEOLIA;89-72;89;72;H;alapszakasz;1429;4.6;1299;-4.6
2025-04-05;DEAC;SZTE-Szedeák;73-51;73;51;H;alapszakasz;1502;3.9;1301;-3.9
2025-04-05;Falco-Vulcano Energia KC Szombathely;Alba Fehérvár;103-83;103;83;H;alapszakasz;1897;0.8;1550;-0.8
2025-04-05;MVM-OSE Lions;Atomerőmű SE;74-95;74;95;V;alapszakasz;1385;-12.4;1698;12.4
2025-04-05;Sopron KC;Egis Körmend;92-84;92;84;H;alapszakasz;1516;5.6;1483;-5.6
2025-04-05;Zalakerámia ZTE KK;NHSZ-Szolnoki Olajbányász;86-83;86;83;H;alapszakasz;1507;6.9;1606;-6.9
2025-04-06;NKA Universitas Pécs;Duna Aszfalt-DTKH Kecskemét;82-64;82;64;H;alapszakasz;1458;8.5;1399;-8.5
2025-04-09;Pécsi VSK-VEOLIA;Falco-Vulcano Energia KC Szombathely;73-122;73;122;V;alapszakasz;1295;-4.5;1898;4.5
2025-04-12;Atomerőmű SE;Sopron KC;97-92;97;92;H;alapszakasz;1710;1.4;1522;-1.4
2025-04-12;Duna Aszfalt-DTKH Kecskemét;Zalakerámia ZTE KK;92-86;92;86;H;alapszakasz;1391;11.9;1514;-11.9
2025-04-12;Egis Körmend;Endo Plus Service-Honvéd;93-87;93;87;H;alapszakasz;1478;3.5;1433;-3.5
2025-04-12;MVM-OSE Lions;DEAC;76-83;76;83;V;alapszakasz;1372;-12.3;1506;12.3
2025-04-12;Pécsi VSK-VEOLIA;Alba Fehérvár;88-97;88;97;V;alapszakasz;1290;-8.7;1549;8.7
2025-04-12;SZTE-Szedeák;NKA Universitas Pécs;73-65;73;65;H;alapszakasz;1297;17.5;1467;-17.5
2025-04-12;NHSZ-Szolnoki Olajbányász;Falco-Vulcano Energia KC Szombathely;77-99;77;99;V;alapszakasz;1599;-16.1;1903;16.1
2025-04-19;Atomerőmű SE;Sopron KC;94-66;94;66;H;negyeddöntő;1711;4.6;1520;-4.6
2025-04-19;Endo Plus Service-Honvéd;Pécsi VSK-VEOLIA;78-76;78;76;H;alsóház rájátszás;1430;1.2;1281;-1.2
2025-04-19;DEAC;Zalakerámia ZTE KK;54-82;54;82;V;negyeddöntő;1519;-44.8;1502;44.8
2025-04-19;Falco-Vulcano Energia KC Szombathely;Alba Fehérvár;101-76;101;76;H;negyeddöntő;1919;1.0;1558;-1.0
2025-04-19;Duna Aszfalt-DTKH Kecskemét;MVM-OSE Lions;94-92;94;92;H;alsóház rájátszás;1403;2.8;1360;-2.8
2025-04-19;NKA Universitas Pécs;SZTE-Szedeák;78-52;78;52;H;alsóház rájátszás;1449;6.0;1314;-6.0
2025-04-19;NHSZ-Szolnoki Olajbányász;Egis Körmend;93-78;93;78;H;negyeddöntő;1583;4.6;1481;-4.6
2025-04-21;Sopron KC;Atomerőmű SE;78-73;78;73;H;negyeddöntő;1516;15.2;1716;-15.2
2025-04-22;Alba Fehérvár;Falco-Vulcano Energia KC Szombathely;120-112;120;112;H;negyeddöntő;1557;28.7;1920;-28.7
2025-04-22;Egis Körmend;NHSZ-Szolnoki Olajbányász;73-86;73;86;V;negyeddöntő;1477;-23.4;1587;23.4
2025-04-22;Zalakerámia ZTE KK;DEAC;91-86;91;86;H;negyeddöntő;1547;3.5;1474;-3.5
2025-04-23;Endo Plus Service-Honvéd;Duna Aszfalt-DTKH Kecskemét;72-71;72;71;H;alsóház rájátszás;1431;2.3;1405;-2.3
2025-04-23;MVM-OSE Lions;SZTE-Szedeák;70-81;70;81;V;alsóház rájátszás;1357;-20.3;1308;20.3
2025-04-23;Pécsi VSK-VEOLIA;NKA Universitas Pécs;86-98;86;98;V;alsóház rájátszás;1280;-13.0;1455;13.0
2025-04-25;Atomerőmű SE;Sopron KC;74-64;74;64;H;negyeddöntő;1701;2.7;1531;-2.7
2025-04-25;DEAC;Zalakerámia ZTE KK;78-77;78;77;H;negyeddöntő;1470;5.7;1550;-5.7
2025-04-25;Falco-Vulcano Energia KC Szombathely;Alba Fehérvár;110-74;110;74;H;negyeddöntő;1891;1.9;1585;-1.9
2025-04-25;NHSZ-Szolnoki Olajbányász;Egis Körmend;116-77;116;77;H;negyeddöntő;1611;6.1;1453;-6.1
2025-04-26;NKA Universitas Pécs;MVM-OSE Lions;89-74;89;74;H;alsóház rájátszás;1468;4.2;1337;-4.2
2025-04-26;Pécsi VSK-VEOLIA;Duna Aszfalt-DTKH Kecskemét;83-89;83;89;V;alsóház rájátszás;1267;-9.8;1403;9.8
2025-04-26;SZTE-Szedeák;Endo Plus Service-Honvéd;84-83;84;83;H;alsóház rájátszás;1329;5.4;1433;-5.4
2025-04-28;Alba Fehérvár;Falco-Vulcano Energia KC Szombathely;95-102;95;102;V;negyeddöntő;1584;-8.3;1893;8.3
2025-04-28;Sopron KC;Atomerőmű SE;85-87;85;87;V;negyeddöntő;1528;-7.0;1704;7.0
2025-04-28;Zalakerámia ZTE KK;DEAC;80-72;80;72;H;negyeddöntő;1545;4.7;1476;-4.7
2025-04-29;Endo Plus Service-Honvéd;MVM-OSE Lions;77-73;77;73;H;alsóház rájátszás;1428;2.3;1333;-2.3
2025-04-30;Duna Aszfalt-DTKH Kecskemét;NKA Universitas Pécs;83-91;83;91;V;alsóház rájátszás;1413;-14.1;1472;14.1
2025-04-30;SZTE-Szedeák;Pécsi VSK-VEOLIA;79-73;79;73;H;alsóház rájátszás;1334;3.8;1257;-3.8
2025-05-02;DEAC;Alba Fehérvár;97-84;97;84;H;5-8. helyért;1471;13.1;1575;-13.1
2025-05-02;Egis Körmend;Sopron KC;79-72;79;72;H;5-8. helyért;1447;5.9;1521;-5.9
2025-05-03;Atomerőmű SE;NHSZ-Szolnoki Olajbányász;88-96;88;96;V;elődöntő;1711;-22.3;1617;22.3
2025-05-03;Falco-Vulcano Energia KC Szombathely;Zalakerámia ZTE KK;94-62;94;62;H;elődöntő;1901;1.3;1549;-1.3
2025-05-03;Duna Aszfalt-DTKH Kecskemét;SZTE-Szedeák;76-67;76;67;H;alsóház rájátszás;1399;5.0;1338;-5.0
2025-05-03;NKA Universitas Pécs;Endo Plus Service-Honvéd;84-72;84;72;H;alsóház rájátszás;1486;5.9;1430;-5.9
2025-05-03;MVM-OSE Lions;Pécsi VSK-VEOLIA;87-88;87;88;V;alsóház rájátszás;1330;-7.6;1254;7.6
2025-05-06;NHSZ-Szolnoki Olajbányász;Atomerőmű SE;94-91;94;91;H;elődöntő;1639;5.3;1688;-5.3
2025-05-06;Zalakerámia ZTE KK;Falco-Vulcano Energia KC Szombathely;77-97;77;97;V;elődöntő;1548;-12.1;1902;12.1
2025-05-07;Alba Fehérvár;DEAC;98-102;98;102;V;5-8. helyért;1562;-10.2;1484;10.2
2025-05-07;Sopron KC;Egis Körmend;84-75;84;75;H;5-8. helyért;1515;3.7;1453;-3.7
2025-05-09;Atomerőmű SE;NHSZ-Szolnoki Olajbányász;100-82;100;82;H;elődöntő;1683;10.0;1644;-10.0
2025-05-09;Falco-Vulcano Energia KC Szombathely;Zalakerámia ZTE KK;85-64;85;64;H;elődöntő;1915;0.8;1536;-0.8
2025-05-10;Egis Körmend;Sopron KC;107-106;107;106;H;5-8. helyért;1449;2.8;1519;-2.8
2025-05-10;MVM-OSE Lions;Duna Aszfalt-DTKH Kecskemét;86-68;86;68;H;alsóház rájátszás;1323;16.8;1404;-16.8
2025-05-10;Pécsi VSK-VEOLIA;Endo Plus Service-Honvéd;72-79;72;79;V;alsóház rájátszás;1261;-9.8;1424;9.8
2025-05-10;SZTE-Szedeák;NKA Universitas Pécs;65-48;65;48;H;alsóház rájátszás;1333;24.3;1492;-24.3
2025-05-12;NHSZ-Szolnoki Olajbányász;Atomerőmű SE;90-86;90;86;H;elődöntő;1634;6.3;1693;-6.3
2025-05-14;DEAC;Egis Körmend;106-78;106;78;H;5. helyért;1495;10.1;1452;-10.1
2025-05-14;Duna Aszfalt-DTKH Kecskemét;Endo Plus Service-Honvéd;83-79;83;79;H;alsóház rájátszás;1387;6.1;1434;-6.1
2025-05-14;NKA Universitas Pécs;Pécsi VSK-VEOLIA;90-80;90;80;H;alsóház rájátszás;1468;1.7;1251;-1.7
2025-05-14;Sopron KC;Alba Fehérvár;103-86;103;86;H;7. helyért;1516;10.1;1552;-10.1
2025-05-14;SZTE-Szedeák;MVM-OSE Lions;84-67;84;67;H;alsóház rájátszás;1357;10.2;1339;-10.2
2025-05-17;Atomerőmű SE;Zalakerámia ZTE KK;94-73;94;73;H;3. helyért;1687;5.0;1535;-5.0
2025-05-17;Endo Plus Service-Honvéd;SZTE-Szedeák;80-84;80;84;V;alsóház rájátszás;1428;-11.9;1367;11.9
2025-05-17;Falco-Vulcano Energia KC Szombathely;NHSZ-Szolnoki Olajbányász;73-93;73;93;V;döntő;1915;-41.8;1641;41.8
2025-05-17;Duna Aszfalt-DTKH Kecskemét;Pécsi VSK-VEOLIA;99-82;99;82;H;alsóház rájátszás;1393;4.3;1250;-4.3
2025-05-17;MVM-OSE Lions;NKA Universitas Pécs;85-75;85;75;H;alsóház rájátszás;1329;15.0;1470;-15.0
2025-05-18;Alba Fehérvár;Sopron KC;111-109;111;109;H;7. helyért;1542;2.0;1526;-2.0
2025-05-18;Egis Körmend;DEAC;76-97;76;97;V;5. helyért;1442;-24.0;1505;24.0
2025-05-20;Sopron KC;Alba Fehérvár;100-88;100;88;H;7. helyért;1524;7.3;1544;-7.3
2025-05-20;NHSZ-Szolnoki Olajbányász;Falco-Vulcano Energia KC Szombathely;81-79;81;79;H;döntő;1682;9.6;1874;-9.6
2025-05-20;Zalakerámia ZTE KK;Atomerőmű SE;79-73;79;73;H;3. helyért;1530;14.0;1692;-14.0
2025-05-21;NKA Universitas Pécs;Duna Aszfalt-DTKH Kecskemét;90-51;90;51;H;alsóház rájátszás;1455;13.3;1397;-13.3
2025-05-21;MVM-OSE Lions;Endo Plus Service-Honvéd;82-72;82;72;H;alsóház rájátszás;1344;10.8;1416;-10.8
2025-05-21;Pécsi VSK-VEOLIA;SZTE-Szedeák;108-84;108;84;H;alsóház rájátszás;1245;27.3;1379;-27.3
2025-05-23;Atomerőmű SE;Zalakerámia ZTE KK;82-66;82;66;H;3. helyért;1678;4.7;1544;-4.7
2025-05-23;Falco-Vulcano Energia KC Szombathely;NHSZ-Szolnoki Olajbányász;79-98;79;98;V;döntő;1864;-41.2;1692;41.2
2025-05-24;Endo Plus Service-Honvéd;NKA Universitas Pécs;83-77;83;77;H;alsóház rájátszás;1405;7.2;1468;-7.2
2025-05-24;Pécsi VSK-VEOLIA;MVM-OSE Lions;85-89;85;89;V;alsóház rájátszás;1273;-9.3;1355;9.3
2025-05-24;SZTE-Szedeák;Duna Aszfalt-DTKH Kecskemét;68-64;68;64;H;alsóház rájátszás;1352;5.8;1384;-5.8
2025-05-26;Zalakerámia ZTE KK;Atomerőmű SE;79-89;79;89;V;3. helyért;1539;-17.0;1682;17.0